TIME,H2S-ppb,H2S-ppb-zugam,speed-avg,speed-max,vane-avg
13/03/2025 21:00:55,37.95,4.41,0.5,1.34,175.0
13/03/2025 21:06:08,34.55,2.4,0.02,0.34,173.0
13/03/2025 21:10:56,31.19,3.52,0.04,0.34,173.0
13/03/2025 21:16:07,32.04,4.29,0.44,1.68,174.0
13/03/2025 21:21:12,33.7,2.75,0.38,1.68,171.0
13/03/2025 21:26:07,33.69,9.57,0.01,0.34,184.0
13/03/2025 21:30:56,33.92,2.8,0.0,0.34,184.0
13/03/2025 21:36:07,33.59,1.39,0.0,0.0,0.0
13/03/2025 21:40:55,33.4,2.77,0.0,0.34,181.0
13/03/2025 21:46:07,33.91,2.37,0.03,0.34,93.0
13/03/2025 21:50:53,35.02,4.45,0.62,1.68,150.0
13/03/2025 21:56:08,36.95,4.98,0.59,1.34,164.0
13/03/2025 22:00:54,33.02,3.55,0.62,1.34,160.0
13/03/2025 22:06:08,34.34,6.85,0.3,1.01,173.0
13/03/2025 22:10:57,33.0,5.6,0.33,1.68,178.0
13/03/2025 22:16:08,35.62,6.99,0.2,1.01,181.0
13/03/2025 22:21:16,34.58,8.23,0.71,1.34,188.0
13/03/2025 22:26:08,34.73,11.35,0.91,1.68,191.0
13/03/2025 22:30:54,32.07,5.41,0.42,2.01,205.0
13/03/2025 22:36:08,33.15,7.64,0.24,1.01,205.0
13/03/2025 22:40:54,33.56,6.45,0.22,1.01,189.0
13/03/2025 22:46:07,33.68,6.53,0.0,0.34,183.0
13/03/2025 22:50:52,35.5,6.15,0.0,0.0,0.0
13/03/2025 22:56:09,34.0,5.19,0.0,0.0,0.0
13/03/2025 23:00:55,31.61,3.25,0.0,0.0,0.0
13/03/2025 23:06:09,34.76,5.78,0.06,0.67,227.0
13/03/2025 23:10:55,32.84,3.19,0.08,1.01,241.0
13/03/2025 23:16:09,30.68,3.71,0.35,1.34,196.0
13/03/2025 23:21:16,28.65,4.09,0.83,2.01,190.0
13/03/2025 23:26:08,29.33,4.77,0.44,1.34,164.0
13/03/2025 23:30:56,26.17,3.6,0.79,2.01,202.0
13/03/2025 23:36:09,27.34,6.05,0.81,1.68,194.0
13/03/2025 23:40:55,27.51,4.73,0.47,1.68,190.0
13/03/2025 23:46:08,28.93,5.32,0.51,1.34,181.0
13/03/2025 23:50:54,29.45,4.94,0.43,1.34,187.0
13/03/2025 23:56:08,29.08,4.27,0.31,1.01,207.0
14/03/2025 00:00:55,28.9,4.57,0.2,1.01,189.0
14/03/2025 00:06:08,0.0,4.6,0.12,0.67,203.0
14/03/2025 00:10:54,0.0,5.58,0.54,1.68,202.0
14/03/2025 00:16:08,0.0,3.65,0.38,1.68,204.0
14/03/2025 00:21:14,0.0,3.07,0.11,0.67,242.0
14/03/2025 00:30:54,0.0,3.1,0.0,0.0,0.0
14/03/2025 00:36:08,0.0,2.98,0.03,0.67,158.0
14/03/2025 00:40:54,0.0,2.13,0.05,0.67,158.0
14/03/2025 00:46:08,0.0,1.66,0.0,0.0,0.0
14/03/2025 00:50:56,0.0,1.24,0.0,0.0,0.0
14/03/2025 00:56:08,0.0,1.79,0.26,0.67,164.0
14/03/2025 01:00:54,0.0,5.08,0.08,0.67,169.0
14/03/2025 01:06:07,0.0,4.25,0.0,0.34,169.0
14/03/2025 01:10:55,0.0,3.11,0.27,0.67,180.0
14/03/2025 01:16:08,0.0,3.74,0.07,0.67,185.0
14/03/2025 01:21:14,0.0,3.34,0.33,1.01,192.0
14/03/2025 01:26:09,0.0,6.99,0.36,1.34,208.0
14/03/2025 01:30:56,0.0,2.8,0.01,0.34,216.0
14/03/2025 01:36:09,0.0,3.26,0.0,0.0,0.0
14/03/2025 01:40:54,0.0,2.8,0.06,0.67,338.0
14/03/2025 01:46:09,0.0,3.49,0.29,1.01,73.0
14/03/2025 01:50:56,0.0,7.11,0.35,0.67,129.0
14/03/2025 01:56:08,0.0,5.82,0.08,0.67,130.0
14/03/2025 02:00:53,0.0,4.46,0.01,0.34,129.0
14/03/2025 02:06:08,0.0,3.11,0.14,0.67,3.0
14/03/2025 02:10:54,0.0,2.27,0.12,0.67,176.0
14/03/2025 02:16:09,0.0,2.59,0.06,0.67,196.0
14/03/2025 02:21:15,0.0,1.14,0.0,0.34,287.0
14/03/2025 02:26:09,0.0,3.18,0.08,0.67,273.0
14/03/2025 02:30:53,0.0,1.28,0.24,1.34,213.0
14/03/2025 02:36:09,0.0,1.54,0.0,0.34,216.0
14/03/2025 02:40:56,0.0,2.29,0.12,0.67,207.0
14/03/2025 02:46:08,0.0,2.34,0.02,0.34,204.0
14/03/2025 02:50:56,0.0,1.93,0.04,0.34,213.0
14/03/2025 02:56:09,0.0,2.04,0.02,0.34,242.0
14/03/2025 03:00:57,0.0,1.75,0.01,0.34,249.0
14/03/2025 03:06:08,0.0,1.85,0.01,0.34,252.0
14/03/2025 03:10:54,0.0,1.85,0.08,0.67,271.0
14/03/2025 03:16:09,0.0,1.54,0.06,0.67,307.0
14/03/2025 03:21:15,0.0,1.18,0.07,0.67,318.0
14/03/2025 03:26:08,0.0,1.86,0.01,0.34,168.0
14/03/2025 03:30:54,0.0,1.53,0.0,0.0,0.0
14/03/2025 03:36:08,0.0,2.03,0.06,0.67,180.0
14/03/2025 03:40:54,0.0,2.07,0.0,0.0,0.0
14/03/2025 03:46:08,0.0,2.88,0.05,0.67,180.0
14/03/2025 03:50:55,0.0,2.43,0.02,0.34,181.0
14/03/2025 03:56:08,0.0,2.23,0.31,1.01,188.0
14/03/2025 04:00:56,0.0,2.78,0.43,1.34,168.0
14/03/2025 04:06:08,0.0,4.51,0.44,1.01,165.0
14/03/2025 04:10:53,0.0,4.72,0.17,1.01,177.0
14/03/2025 04:16:09,0.0,3.43,0.18,0.67,179.0
14/03/2025 04:21:14,0.0,5.12,0.11,1.01,179.0
14/03/2025 04:26:08,0.0,4.81,0.01,0.34,179.0
14/03/2025 04:30:55,0.0,3.22,0.0,0.0,0.0
14/03/2025 04:36:09,0.0,2.06,0.0,0.34,178.0
14/03/2025 04:40:56,0.0,2.37,0.36,1.01,186.0
14/03/2025 04:46:08,0.0,3.07,0.19,0.67,195.0
14/03/2025 04:50:56,0.0,1.42,0.24,1.01,191.0
14/03/2025 04:56:08,0.0,1.59,0.33,1.01,176.0
14/03/2025 05:00:55,0.0,2.39,0.55,1.01,172.0
14/03/2025 05:06:08,0.0,5.82,0.8,1.34,161.0
14/03/2025 05:10:53,0.0,3.14,0.62,1.34,181.0
14/03/2025 05:16:08,0.0,3.76,0.78,1.68,172.0
14/03/2025 05:21:14,0.0,5.01,0.67,1.34,174.0
14/03/2025 05:30:54,0.0,4.51,0.62,1.34,169.0
14/03/2025 05:36:08,0.0,3.84,0.73,1.68,193.0
14/03/2025 05:40:55,0.0,2.71,0.74,1.34,197.0
14/03/2025 05:46:09,0.0,2.99,0.71,2.01,189.0
14/03/2025 05:50:57,0.0,2.44,0.94,2.68,183.0
14/03/2025 05:56:08,0.0,2.66,0.85,1.68,187.0
14/03/2025 06:00:54,0.0,2.9,0.76,1.68,179.0
14/03/2025 06:06:09,0.0,5.08,1.01,2.01,177.0
14/03/2025 06:10:55,0.0,4.76,1.32,2.35,161.0
14/03/2025 06:16:07,0.0,3.23,0.74,1.34,175.0
14/03/2025 06:21:16,0.0,3.58,0.74,1.68,172.0
14/03/2025 06:26:08,0.0,30.84,1.15,2.01,176.0
14/03/2025 06:30:54,0.0,4.87,1.0,2.01,176.0
14/03/2025 06:36:08,0.0,8.89,0.93,2.01,182.0
14/03/2025 06:40:53,0.0,5.09,0.88,2.01,192.0
14/03/2025 06:46:08,0.0,6.48,0.98,2.01,177.0
14/03/2025 06:50:54,0.0,5.8,0.44,1.68,216.0
14/03/2025 06:56:08,0.0,6.41,0.49,1.68,193.0
14/03/2025 07:00:55,0.0,4.32,0.92,2.01,190.0
14/03/2025 07:06:08,0.0,6.27,0.94,2.01,198.0
14/03/2025 07:10:54,0.0,6.74,0.65,2.01,206.0
14/03/2025 07:16:08,0.0,7.57,0.55,2.35,210.0
14/03/2025 07:21:14,0.0,8.07,0.21,1.01,212.0
