TIME,CH3SH PPB Médio,CH3SH PPB Máximo,CH3SH PPB Mínimo,CH3SH uG Médio
2026-04-01 14:54:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 15:24:41,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 15:24:41,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 15:24:41,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 15:54:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 16:24:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 16:55:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 17:25:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 17:55:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 18:25:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 18:55:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 19:25:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 19:55:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 20:25:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 20:55:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 21:26:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 21:56:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 21:56:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 22:26:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 23:26:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-01 23:56:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 00:26:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 00:26:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 00:56:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 01:26:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 01:26:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 01:57:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 01:57:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 02:27:09,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 02:27:09,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 02:57:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 03:27:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 03:57:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 03:57:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 04:27:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 04:57:40,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 05:27:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 05:57:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 05:57:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 06:27:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 06:58:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 07:28:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 07:58:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 07:58:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 08:28:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 08:58:41,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 09:28:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 10:28:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 10:28:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 10:59:06,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 10:59:06,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 11:29:12,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 11:29:12,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 11:59:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 12:29:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 12:59:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 12:59:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 13:29:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 13:59:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 14:29:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 14:29:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 14:59:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 15:30:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 16:00:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 16:30:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 17:00:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 17:30:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 18:00:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 18:00:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 18:30:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 19:00:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 19:31:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 20:01:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 20:31:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 20:31:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 20:31:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 21:01:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 21:31:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 21:31:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 22:31:40,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 23:01:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 23:01:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-02 23:31:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 00:01:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 00:32:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 01:02:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 01:02:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 01:32:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 01:32:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 01:32:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 02:02:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 02:32:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 02:32:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 03:02:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 03:32:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 03:32:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 04:02:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 04:33:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 05:03:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 05:33:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 06:03:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 06:03:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 06:33:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 07:03:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 07:33:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 07:33:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 08:03:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 08:33:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 09:04:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 09:04:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 09:34:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 10:04:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 11:04:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 11:04:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 11:04:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 11:34:32,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 12:04:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 12:34:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 13:04:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 13:04:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 13:35:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 14:05:09,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 14:35:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 14:35:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 15:35:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 16:05:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 16:05:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 16:35:40,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 17:05:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 17:35:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 18:06:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 18:06:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 18:36:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 19:06:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 19:36:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 20:06:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 20:06:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 20:36:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 21:06:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 21:06:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 22:06:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 22:37:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 22:37:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 23:07:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 23:37:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-03 23:37:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 00:07:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 00:37:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 00:37:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 01:07:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 01:37:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 02:07:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 02:38:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 03:08:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 03:08:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 03:38:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 04:08:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 04:38:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 05:08:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 05:08:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 05:38:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 06:08:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 06:38:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 06:38:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 07:08:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 07:08:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 07:39:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 08:09:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 08:39:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 09:09:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 09:09:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 10:09:41,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 11:09:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 11:39:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 12:10:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 12:10:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 12:10:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 12:40:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 12:40:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 13:10:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 13:10:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 13:40:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 14:10:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 14:10:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 14:40:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 15:11:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 15:41:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 15:41:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 15:41:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 16:11:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 16:11:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 16:41:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 17:11:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 17:11:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 17:42:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 17:42:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 18:12:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 18:42:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 19:12:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 19:42:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 19:42:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 19:42:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 20:12:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 20:42:41,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 21:12:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 21:12:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 21:12:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 21:42:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 21:42:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 21:42:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 22:13:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 22:43:06,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 23:13:12,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 23:13:12,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 23:43:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 23:43:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-04 23:43:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 00:13:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 00:13:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 00:43:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 01:13:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 01:43:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 01:43:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 01:43:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 02:13:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 02:43:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 03:14:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 04:14:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 04:14:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 05:14:32,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 05:14:32,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 05:44:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 06:14:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 06:44:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 06:44:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 06:44:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 07:14:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 07:45:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 07:45:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 08:15:09,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 08:45:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 09:15:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 09:45:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 10:16:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 10:46:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 11:16:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 11:16:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 11:46:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 12:16:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 12:46:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 13:17:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 13:47:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 14:17:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 14:47:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 14:47:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 15:17:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 15:17:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 15:47:33,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 16:17:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 16:47:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 17:17:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 17:17:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 17:48:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 17:48:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 18:18:09,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 18:48:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 18:48:15,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 19:18:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 19:48:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 19:48:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 20:18:39,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 20:48:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 20:48:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 21:18:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 21:48:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 21:48:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 22:19:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 22:49:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 23:19:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 23:49:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-05 23:49:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 00:19:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 00:19:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 00:49:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 01:19:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 01:49:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 02:19:54,4 ppb,7 ppb,1 ppb,8 ppb
2026-04-06 02:50:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 02:50:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 02:50:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 03:20:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 03:50:13,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 04:20:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 04:50:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 04:50:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 05:20:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 05:50:49,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 06:20:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 06:51:01,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 07:21:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 07:51:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 08:21:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 08:51:26,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 09:21:32,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 10:21:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 10:51:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 10:51:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 11:21:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 11:21:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 11:52:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 12:22:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 12:52:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 13:22:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 13:52:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 14:22:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 14:52:41,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 15:22:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 15:52:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 16:23:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 16:23:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 16:53:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 16:53:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 17:23:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 18:23:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 18:53:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 19:23:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 19:53:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 20:24:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 20:24:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 20:54:06,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 20:54:06,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 21:54:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 22:24:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 22:54:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 23:24:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-06 23:55:09,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 00:25:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 00:55:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 01:25:54,4 ppb,7 ppb,1 ppb,8 ppb
2026-04-07 01:56:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 02:26:32,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 02:56:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 03:27:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 03:57:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 04:27:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 04:57:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 04:57:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 05:27:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 05:27:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 05:58:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 06:28:19,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 06:58:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 07:28:32,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 07:58:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 08:28:44,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 08:58:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 08:58:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 09:28:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 09:59:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 10:59:15,4 ppb,7 ppb,1 ppb,8 ppb
2026-04-07 11:29:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 11:29:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 11:59:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 12:29:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 12:59:40,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 13:29:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 13:59:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 14:29:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 15:00:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 15:30:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 16:00:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 16:30:30,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 17:00:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 17:00:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 17:00:36,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 17:30:47,3 ppb,7 ppb,1 ppb,6 ppb
