TIME,NH3 PPB Médio,NH3 PPB Máximo,NH3 PPB Mínimo,NH3 uG Médio
2026-04-01 15:24:41,226 ppb,369 ppb,165 ppb,156 ppb
2026-04-01 15:24:41,226 ppb,369 ppb,165 ppb,156 ppb
2026-04-01 15:54:47,141 ppb,230 ppb,83 ppb,98 ppb
2026-04-01 16:24:53,60 ppb,92 ppb,39 ppb,42 ppb
2026-04-01 16:55:05,59 ppb,79 ppb,38 ppb,41 ppb
2026-04-01 17:25:11,49 ppb,57 ppb,40 ppb,34 ppb
2026-04-01 17:55:17,48 ppb,59 ppb,36 ppb,33 ppb
2026-04-01 18:25:23,51 ppb,95 ppb,23 ppb,35 ppb
2026-04-01 18:55:30,35 ppb,62 ppb,1 ppb,24 ppb
2026-04-01 19:25:36,44 ppb,63 ppb,16 ppb,30 ppb
2026-04-01 19:55:42,51 ppb,60 ppb,40 ppb,35 ppb
2026-04-01 20:25:49,59 ppb,69 ppb,50 ppb,41 ppb
2026-04-01 20:55:55,54 ppb,60 ppb,43 ppb,37 ppb
2026-04-01 21:26:07,60 ppb,84 ppb,39 ppb,41 ppb
2026-04-01 21:56:13,57 ppb,62 ppb,54 ppb,39 ppb
2026-04-01 21:56:13,57 ppb,62 ppb,54 ppb,39 ppb
2026-04-01 22:26:19,59 ppb,63 ppb,57 ppb,41 ppb
2026-04-01 23:26:31,70 ppb,74 ppb,67 ppb,48 ppb
2026-04-01 23:56:38,68 ppb,75 ppb,61 ppb,47 ppb
2026-04-02 00:26:44,59 ppb,67 ppb,53 ppb,41 ppb
2026-04-02 00:26:44,59 ppb,67 ppb,53 ppb,41 ppb
2026-04-02 00:56:50,59 ppb,65 ppb,52 ppb,41 ppb
2026-04-02 01:26:56,56 ppb,62 ppb,51 ppb,39 ppb
2026-04-02 01:26:56,56 ppb,62 ppb,51 ppb,39 ppb
2026-04-02 01:57:03,52 ppb,57 ppb,49 ppb,36 ppb
2026-04-02 01:57:03,52 ppb,57 ppb,49 ppb,36 ppb
2026-04-02 02:27:09,62 ppb,69 ppb,56 ppb,43 ppb
2026-04-02 02:27:09,62 ppb,69 ppb,56 ppb,43 ppb
2026-04-02 02:57:15,67 ppb,71 ppb,62 ppb,46 ppb
2026-04-02 03:27:21,67 ppb,73 ppb,62 ppb,46 ppb
2026-04-02 03:57:27,74 ppb,79 ppb,68 ppb,51 ppb
2026-04-02 03:57:27,74 ppb,79 ppb,68 ppb,51 ppb
2026-04-02 04:27:34,78 ppb,83 ppb,74 ppb,54 ppb
2026-04-02 04:57:40,83 ppb,87 ppb,80 ppb,57 ppb
2026-04-02 05:27:46,83 ppb,89 ppb,77 ppb,58 ppb
2026-04-02 05:57:52,79 ppb,84 ppb,77 ppb,55 ppb
2026-04-02 05:57:52,79 ppb,84 ppb,77 ppb,55 ppb
2026-04-02 06:27:59,77 ppb,81 ppb,75 ppb,53 ppb
2026-04-02 06:58:05,76 ppb,78 ppb,74 ppb,53 ppb
2026-04-02 07:28:22,56 ppb,110 ppb,1 ppb,39 ppb
2026-04-02 07:58:29,18 ppb,29 ppb,1 ppb,12 ppb
2026-04-02 07:58:29,18 ppb,29 ppb,1 ppb,12 ppb
2026-04-02 08:28:35,20 ppb,28 ppb,1 ppb,14 ppb
2026-04-02 08:58:41,14 ppb,27 ppb,1 ppb,10 ppb
2026-04-02 09:28:47,7 ppb,22 ppb,1 ppb,5 ppb
2026-04-02 10:28:59,44 ppb,63 ppb,29 ppb,31 ppb
2026-04-02 10:28:59,44 ppb,63 ppb,29 ppb,31 ppb
2026-04-02 10:59:06,61 ppb,70 ppb,50 ppb,42 ppb
2026-04-02 10:59:06,61 ppb,70 ppb,50 ppb,42 ppb
2026-04-02 11:29:12,75 ppb,100 ppb,60 ppb,52 ppb
2026-04-02 11:29:12,75 ppb,100 ppb,60 ppb,52 ppb
2026-04-02 11:59:18,104 ppb,116 ppb,91 ppb,72 ppb
2026-04-02 12:29:24,111 ppb,124 ppb,95 ppb,77 ppb
2026-04-02 12:59:30,100 ppb,123 ppb,83 ppb,69 ppb
2026-04-02 12:59:30,100 ppb,123 ppb,83 ppb,69 ppb
2026-04-02 13:29:37,109 ppb,125 ppb,81 ppb,75 ppb
2026-04-02 13:59:43,120 ppb,129 ppb,108 ppb,83 ppb
2026-04-02 14:29:49,128 ppb,145 ppb,117 ppb,88 ppb
2026-04-02 14:29:49,128 ppb,145 ppb,117 ppb,88 ppb
2026-04-02 14:59:55,130 ppb,138 ppb,120 ppb,90 ppb
2026-04-02 15:30:02,136 ppb,149 ppb,129 ppb,94 ppb
2026-04-02 16:00:08,149 ppb,160 ppb,139 ppb,103 ppb
2026-04-02 16:30:14,147 ppb,156 ppb,139 ppb,101 ppb
2026-04-02 17:00:31,143 ppb,158 ppb,121 ppb,99 ppb
2026-04-02 17:30:38,149 ppb,159 ppb,140 ppb,103 ppb
2026-04-02 18:00:44,139 ppb,159 ppb,121 ppb,96 ppb
2026-04-02 18:00:44,139 ppb,159 ppb,121 ppb,96 ppb
2026-04-02 18:30:50,144 ppb,156 ppb,134 ppb,99 ppb
2026-04-02 19:00:56,142 ppb,151 ppb,130 ppb,98 ppb
2026-04-02 19:31:02,145 ppb,154 ppb,137 ppb,100 ppb
2026-04-02 20:01:08,154 ppb,162 ppb,145 ppb,106 ppb
2026-04-02 20:31:15,144 ppb,150 ppb,129 ppb,100 ppb
2026-04-02 20:31:15,144 ppb,150 ppb,129 ppb,100 ppb
2026-04-02 20:31:15,144 ppb,150 ppb,129 ppb,100 ppb
2026-04-02 21:01:21,147 ppb,154 ppb,139 ppb,102 ppb
2026-04-02 21:31:27,143 ppb,155 ppb,127 ppb,99 ppb
2026-04-02 21:31:27,143 ppb,155 ppb,127 ppb,99 ppb
2026-04-02 22:31:40,142 ppb,156 ppb,129 ppb,98 ppb
2026-04-02 23:01:46,141 ppb,144 ppb,138 ppb,98 ppb
2026-04-02 23:01:46,141 ppb,144 ppb,138 ppb,98 ppb
2026-04-02 23:31:52,139 ppb,142 ppb,137 ppb,96 ppb
2026-04-03 00:01:58,140 ppb,143 ppb,138 ppb,97 ppb
2026-04-03 00:32:04,138 ppb,141 ppb,135 ppb,96 ppb
2026-04-03 01:02:11,136 ppb,140 ppb,134 ppb,94 ppb
2026-04-03 01:02:11,136 ppb,140 ppb,134 ppb,94 ppb
2026-04-03 01:32:17,139 ppb,142 ppb,137 ppb,96 ppb
2026-04-03 01:32:17,139 ppb,142 ppb,137 ppb,96 ppb
2026-04-03 01:32:17,139 ppb,142 ppb,137 ppb,96 ppb
2026-04-03 02:02:23,139 ppb,143 ppb,136 ppb,96 ppb
2026-04-03 02:32:29,137 ppb,139 ppb,135 ppb,95 ppb
2026-04-03 02:32:29,137 ppb,139 ppb,135 ppb,95 ppb
2026-04-03 03:02:46,136 ppb,141 ppb,132 ppb,94 ppb
2026-04-03 03:32:53,129 ppb,134 ppb,125 ppb,89 ppb
2026-04-03 03:32:53,129 ppb,134 ppb,125 ppb,89 ppb
2026-04-03 04:02:59,127 ppb,132 ppb,125 ppb,88 ppb
2026-04-03 04:33:05,124 ppb,129 ppb,120 ppb,86 ppb
2026-04-03 05:03:11,118 ppb,124 ppb,111 ppb,82 ppb
2026-04-03 05:33:18,113 ppb,116 ppb,108 ppb,78 ppb
2026-04-03 06:03:24,110 ppb,115 ppb,106 ppb,76 ppb
2026-04-03 06:03:24,110 ppb,115 ppb,106 ppb,76 ppb
2026-04-03 06:33:30,106 ppb,110 ppb,104 ppb,74 ppb
2026-04-03 07:03:36,106 ppb,113 ppb,101 ppb,74 ppb
2026-04-03 07:33:42,99 ppb,108 ppb,90 ppb,69 ppb
2026-04-03 07:33:42,99 ppb,108 ppb,90 ppb,69 ppb
2026-04-03 08:03:49,94 ppb,99 ppb,89 ppb,65 ppb
2026-04-03 08:33:55,92 ppb,99 ppb,84 ppb,64 ppb
2026-04-03 09:04:01,96 ppb,106 ppb,82 ppb,67 ppb
2026-04-03 09:04:01,96 ppb,106 ppb,82 ppb,67 ppb
2026-04-03 09:34:07,106 ppb,124 ppb,93 ppb,74 ppb
2026-04-03 10:04:14,126 ppb,147 ppb,101 ppb,88 ppb
2026-04-03 11:04:26,166 ppb,175 ppb,155 ppb,115 ppb
2026-04-03 11:04:26,166 ppb,175 ppb,155 ppb,115 ppb
2026-04-03 11:04:26,166 ppb,175 ppb,155 ppb,115 ppb
2026-04-03 11:34:32,178 ppb,190 ppb,168 ppb,123 ppb
2026-04-03 12:04:39,183 ppb,199 ppb,170 ppb,127 ppb
2026-04-03 12:34:45,179 ppb,192 ppb,170 ppb,124 ppb
2026-04-03 13:04:57,184 ppb,209 ppb,170 ppb,127 ppb
2026-04-03 13:04:57,184 ppb,209 ppb,170 ppb,127 ppb
2026-04-03 13:35:03,181 ppb,189 ppb,170 ppb,125 ppb
2026-04-03 14:05:09,186 ppb,198 ppb,178 ppb,129 ppb
2026-04-03 14:35:15,191 ppb,199 ppb,181 ppb,132 ppb
2026-04-03 14:35:15,191 ppb,199 ppb,181 ppb,132 ppb
2026-04-03 15:35:28,186 ppb,202 ppb,178 ppb,128 ppb
2026-04-03 16:05:34,185 ppb,199 ppb,174 ppb,128 ppb
2026-04-03 16:05:34,185 ppb,199 ppb,174 ppb,128 ppb
2026-04-03 16:35:40,176 ppb,198 ppb,164 ppb,121 ppb
2026-04-03 17:05:52,166 ppb,181 ppb,158 ppb,114 ppb
2026-04-03 17:35:58,169 ppb,183 ppb,160 ppb,117 ppb
2026-04-03 18:06:05,171 ppb,180 ppb,165 ppb,118 ppb
2026-04-03 18:06:05,171 ppb,180 ppb,165 ppb,118 ppb
2026-04-03 18:36:11,166 ppb,173 ppb,155 ppb,115 ppb
2026-04-03 19:06:17,151 ppb,159 ppb,147 ppb,104 ppb
2026-04-03 19:36:24,150 ppb,157 ppb,143 ppb,104 ppb
2026-04-03 20:06:29,162 ppb,169 ppb,158 ppb,112 ppb
2026-04-03 20:06:29,162 ppb,169 ppb,158 ppb,112 ppb
2026-04-03 20:36:36,166 ppb,174 ppb,155 ppb,115 ppb
2026-04-03 21:06:42,183 ppb,198 ppb,164 ppb,126 ppb
2026-04-03 21:06:42,183 ppb,198 ppb,164 ppb,126 ppb
2026-04-03 22:06:54,193 ppb,205 ppb,175 ppb,133 ppb
2026-04-03 22:37:01,186 ppb,193 ppb,177 ppb,129 ppb
2026-04-03 22:37:01,186 ppb,193 ppb,177 ppb,129 ppb
2026-04-03 23:07:18,192 ppb,196 ppb,188 ppb,133 ppb
2026-04-03 23:37:24,190 ppb,211 ppb,178 ppb,131 ppb
2026-04-03 23:37:24,190 ppb,211 ppb,178 ppb,131 ppb
2026-04-04 00:07:30,206 ppb,213 ppb,199 ppb,143 ppb
2026-04-04 00:37:36,213 ppb,220 ppb,208 ppb,147 ppb
2026-04-04 00:37:36,213 ppb,220 ppb,208 ppb,147 ppb
2026-04-04 01:07:43,215 ppb,226 ppb,209 ppb,149 ppb
2026-04-04 01:37:49,215 ppb,221 ppb,202 ppb,149 ppb
2026-04-04 02:07:55,211 ppb,217 ppb,201 ppb,146 ppb
2026-04-04 02:38:01,210 ppb,215 ppb,207 ppb,145 ppb
2026-04-04 03:08:08,208 ppb,211 ppb,205 ppb,144 ppb
2026-04-04 03:08:08,208 ppb,211 ppb,205 ppb,144 ppb
2026-04-04 03:38:14,203 ppb,209 ppb,199 ppb,140 ppb
2026-04-04 04:08:20,199 ppb,203 ppb,196 ppb,138 ppb
2026-04-04 04:38:27,199 ppb,201 ppb,197 ppb,138 ppb
2026-04-04 05:08:33,198 ppb,202 ppb,195 ppb,137 ppb
2026-04-04 05:08:33,198 ppb,202 ppb,195 ppb,137 ppb
2026-04-04 05:38:39,194 ppb,200 ppb,191 ppb,134 ppb
2026-04-04 06:08:45,192 ppb,195 ppb,190 ppb,133 ppb
2026-04-04 06:38:51,187 ppb,194 ppb,183 ppb,130 ppb
2026-04-04 06:38:51,187 ppb,194 ppb,183 ppb,130 ppb
2026-04-04 07:08:58,183 ppb,187 ppb,180 ppb,127 ppb
2026-04-04 07:08:58,183 ppb,187 ppb,180 ppb,127 ppb
2026-04-04 07:39:03,184 ppb,187 ppb,182 ppb,127 ppb
2026-04-04 08:09:10,183 ppb,189 ppb,180 ppb,127 ppb
2026-04-04 08:39:22,197 ppb,206 ppb,189 ppb,137 ppb
2026-04-04 09:09:28,211 ppb,223 ppb,205 ppb,146 ppb
2026-04-04 09:09:28,211 ppb,223 ppb,205 ppb,146 ppb
2026-04-04 10:09:41,222 ppb,232 ppb,217 ppb,154 ppb
2026-04-04 11:09:53,233 ppb,245 ppb,223 ppb,161 ppb
2026-04-04 11:39:59,233 ppb,244 ppb,226 ppb,161 ppb
2026-04-04 12:10:05,222 ppb,233 ppb,214 ppb,153 ppb
2026-04-04 12:10:05,222 ppb,233 ppb,214 ppb,153 ppb
2026-04-04 12:10:05,222 ppb,233 ppb,214 ppb,153 ppb
2026-04-04 12:40:11,221 ppb,228 ppb,214 ppb,153 ppb
2026-04-04 12:40:11,221 ppb,228 ppb,214 ppb,153 ppb
2026-04-04 13:10:17,224 ppb,235 ppb,212 ppb,155 ppb
2026-04-04 13:10:17,224 ppb,235 ppb,212 ppb,155 ppb
2026-04-04 13:40:24,229 ppb,244 ppb,213 ppb,158 ppb
2026-04-04 14:10:35,224 ppb,234 ppb,216 ppb,154 ppb
2026-04-04 14:10:36,224 ppb,234 ppb,216 ppb,154 ppb
2026-04-04 14:40:48,218 ppb,229 ppb,209 ppb,150 ppb
2026-04-04 15:11:01,216 ppb,229 ppb,207 ppb,149 ppb
2026-04-04 15:41:14,227 ppb,239 ppb,219 ppb,156 ppb
2026-04-04 15:41:14,227 ppb,239 ppb,219 ppb,156 ppb
2026-04-04 15:41:14,227 ppb,239 ppb,219 ppb,156 ppb
2026-04-04 16:11:27,227 ppb,243 ppb,214 ppb,156 ppb
2026-04-04 16:11:27,227 ppb,243 ppb,214 ppb,156 ppb
2026-04-04 16:41:46,222 ppb,237 ppb,212 ppb,153 ppb
2026-04-04 17:11:57,213 ppb,225 ppb,204 ppb,146 ppb
2026-04-04 17:11:57,213 ppb,225 ppb,204 ppb,146 ppb
2026-04-04 17:42:04,202 ppb,210 ppb,193 ppb,139 ppb
2026-04-04 17:42:04,202 ppb,210 ppb,193 ppb,139 ppb
2026-04-04 18:12:10,205 ppb,213 ppb,200 ppb,141 ppb
2026-04-04 18:42:16,206 ppb,211 ppb,201 ppb,142 ppb
2026-04-04 19:12:22,184 ppb,206 ppb,165 ppb,127 ppb
2026-04-04 19:42:28,168 ppb,174 ppb,161 ppb,116 ppb
2026-04-04 19:42:28,168 ppb,174 ppb,161 ppb,116 ppb
2026-04-04 19:42:28,168 ppb,174 ppb,161 ppb,116 ppb
2026-04-04 20:12:34,168 ppb,175 ppb,162 ppb,116 ppb
2026-04-04 20:42:41,174 ppb,182 ppb,169 ppb,120 ppb
2026-04-04 21:12:47,174 ppb,178 ppb,166 ppb,120 ppb
2026-04-04 21:12:47,174 ppb,178 ppb,166 ppb,120 ppb
2026-04-04 21:12:47,174 ppb,178 ppb,166 ppb,120 ppb
2026-04-04 21:42:53,174 ppb,186 ppb,166 ppb,120 ppb
2026-04-04 21:42:53,174 ppb,186 ppb,166 ppb,120 ppb
2026-04-04 21:42:53,174 ppb,186 ppb,166 ppb,120 ppb
2026-04-04 22:13:00,181 ppb,190 ppb,171 ppb,125 ppb
2026-04-04 22:43:06,185 ppb,203 ppb,169 ppb,128 ppb
2026-04-04 23:13:12,200 ppb,207 ppb,191 ppb,138 ppb
2026-04-04 23:13:12,200 ppb,207 ppb,191 ppb,138 ppb
2026-04-04 23:43:18,184 ppb,192 ppb,178 ppb,127 ppb
2026-04-04 23:43:18,184 ppb,192 ppb,178 ppb,127 ppb
2026-04-04 23:43:18,184 ppb,192 ppb,178 ppb,127 ppb
2026-04-05 00:13:24,179 ppb,190 ppb,172 ppb,123 ppb
2026-04-05 00:13:24,179 ppb,190 ppb,172 ppb,123 ppb
2026-04-05 00:43:30,192 ppb,200 ppb,183 ppb,132 ppb
2026-04-05 01:13:37,204 ppb,221 ppb,174 ppb,141 ppb
2026-04-05 01:43:43,218 ppb,227 ppb,210 ppb,150 ppb
2026-04-05 01:43:43,218 ppb,227 ppb,210 ppb,150 ppb
2026-04-05 01:43:43,218 ppb,227 ppb,210 ppb,150 ppb
2026-04-05 02:13:49,215 ppb,230 ppb,201 ppb,148 ppb
2026-04-05 02:43:55,202 ppb,209 ppb,197 ppb,139 ppb
2026-04-05 03:14:07,208 ppb,226 ppb,192 ppb,143 ppb
2026-04-05 04:14:20,212 ppb,220 ppb,207 ppb,146 ppb
2026-04-05 04:14:20,212 ppb,220 ppb,207 ppb,146 ppb
2026-04-05 05:14:32,202 ppb,213 ppb,195 ppb,139 ppb
2026-04-05 05:14:32,202 ppb,213 ppb,195 ppb,139 ppb
2026-04-05 05:44:38,199 ppb,214 ppb,181 ppb,137 ppb
2026-04-05 06:14:44,186 ppb,197 ppb,178 ppb,128 ppb
2026-04-05 06:44:51,188 ppb,193 ppb,179 ppb,130 ppb
2026-04-05 06:44:51,188 ppb,193 ppb,179 ppb,130 ppb
2026-04-05 06:44:51,188 ppb,193 ppb,179 ppb,130 ppb
2026-04-05 07:14:57,194 ppb,206 ppb,184 ppb,134 ppb
2026-04-05 07:45:03,192 ppb,202 ppb,185 ppb,133 ppb
2026-04-05 07:45:03,192 ppb,202 ppb,185 ppb,133 ppb
2026-04-05 08:15:09,187 ppb,198 ppb,180 ppb,129 ppb
2026-04-05 08:45:27,177 ppb,184 ppb,173 ppb,122 ppb
2026-04-05 09:15:39,185 ppb,195 ppb,179 ppb,128 ppb
2026-04-05 09:45:53,211 ppb,249 ppb,190 ppb,146 ppb
2026-04-05 10:16:05,242 ppb,263 ppb,231 ppb,167 ppb
2026-04-05 10:46:18,251 ppb,264 ppb,237 ppb,173 ppb
2026-04-05 11:16:36,245 ppb,260 ppb,231 ppb,169 ppb
2026-04-05 11:16:36,245 ppb,260 ppb,231 ppb,169 ppb
2026-04-05 11:46:43,239 ppb,256 ppb,222 ppb,165 ppb
2026-04-05 12:16:49,238 ppb,256 ppb,217 ppb,164 ppb
2026-04-05 12:46:55,225 ppb,267 ppb,210 ppb,155 ppb
2026-04-05 13:17:01,220 ppb,239 ppb,212 ppb,151 ppb
2026-04-05 13:47:08,228 ppb,240 ppb,220 ppb,157 ppb
2026-04-05 14:17:14,240 ppb,262 ppb,227 ppb,165 ppb
2026-04-05 14:47:20,253 ppb,268 ppb,241 ppb,174 ppb
2026-04-05 14:47:20,253 ppb,268 ppb,241 ppb,174 ppb
2026-04-05 15:17:26,248 ppb,261 ppb,233 ppb,170 ppb
2026-04-05 15:17:26,248 ppb,261 ppb,233 ppb,170 ppb
2026-04-05 15:47:33,254 ppb,269 ppb,242 ppb,174 ppb
2026-04-05 16:17:39,256 ppb,274 ppb,243 ppb,175 ppb
2026-04-05 16:47:45,235 ppb,261 ppb,213 ppb,161 ppb
2026-04-05 17:17:57,213 ppb,233 ppb,204 ppb,146 ppb
2026-04-05 17:17:57,213 ppb,233 ppb,204 ppb,146 ppb
2026-04-05 17:48:03,203 ppb,217 ppb,195 ppb,139 ppb
2026-04-05 17:48:03,203 ppb,217 ppb,195 ppb,139 ppb
2026-04-05 18:18:09,200 ppb,220 ppb,180 ppb,137 ppb
2026-04-05 18:48:15,145 ppb,185 ppb,124 ppb,99 ppb
2026-04-05 18:48:15,145 ppb,185 ppb,124 ppb,99 ppb
2026-04-05 19:18:22,127 ppb,131 ppb,119 ppb,87 ppb
2026-04-05 19:48:28,137 ppb,146 ppb,128 ppb,94 ppb
2026-04-05 19:48:28,137 ppb,146 ppb,128 ppb,94 ppb
2026-04-05 20:18:39,151 ppb,161 ppb,136 ppb,104 ppb
2026-04-05 20:48:46,157 ppb,161 ppb,152 ppb,108 ppb
2026-04-05 20:48:46,157 ppb,161 ppb,152 ppb,108 ppb
2026-04-05 21:18:52,157 ppb,164 ppb,154 ppb,108 ppb
2026-04-05 21:48:58,160 ppb,164 ppb,156 ppb,110 ppb
2026-04-05 21:48:58,160 ppb,164 ppb,156 ppb,110 ppb
2026-04-05 22:19:04,174 ppb,190 ppb,160 ppb,120 ppb
2026-04-05 22:49:11,188 ppb,199 ppb,175 ppb,129 ppb
2026-04-05 23:19:17,189 ppb,208 ppb,179 ppb,130 ppb
2026-04-05 23:49:23,208 ppb,219 ppb,196 ppb,143 ppb
2026-04-05 23:49:23,208 ppb,219 ppb,196 ppb,143 ppb
2026-04-06 00:19:29,227 ppb,240 ppb,210 ppb,156 ppb
2026-04-06 00:19:29,227 ppb,240 ppb,210 ppb,156 ppb
2026-04-06 00:49:35,227 ppb,234 ppb,219 ppb,156 ppb
2026-04-06 01:19:42,211 ppb,220 ppb,202 ppb,145 ppb
2026-04-06 01:49:48,193 ppb,205 ppb,175 ppb,133 ppb
2026-04-06 02:19:54,173 ppb,182 ppb,167 ppb,119 ppb
2026-04-06 02:50:00,164 ppb,170 ppb,161 ppb,113 ppb
2026-04-06 02:50:00,164 ppb,170 ppb,161 ppb,113 ppb
2026-04-06 02:50:00,164 ppb,170 ppb,161 ppb,113 ppb
2026-04-06 03:20:07,163 ppb,172 ppb,156 ppb,112 ppb
2026-04-06 03:50:13,158 ppb,164 ppb,148 ppb,109 ppb
2026-04-06 04:20:19,151 ppb,158 ppb,144 ppb,104 ppb
2026-04-06 04:50:25,142 ppb,146 ppb,137 ppb,98 ppb
2026-04-06 04:50:25,142 ppb,146 ppb,137 ppb,98 ppb
2026-04-06 05:20:31,129 ppb,138 ppb,124 ppb,89 ppb
2026-04-06 05:50:49,117 ppb,125 ppb,110 ppb,81 ppb
2026-04-06 06:20:55,111 ppb,114 ppb,107 ppb,77 ppb
2026-04-06 06:51:01,113 ppb,118 ppb,106 ppb,78 ppb
2026-04-06 07:21:07,116 ppb,120 ppb,112 ppb,80 ppb
2026-04-06 07:51:14,111 ppb,121 ppb,95 ppb,77 ppb
2026-04-06 08:21:20,97 ppb,115 ppb,82 ppb,67 ppb
2026-04-06 08:51:26,70 ppb,88 ppb,46 ppb,48 ppb
2026-04-06 09:21:32,53 ppb,64 ppb,43 ppb,37 ppb
2026-04-06 10:21:45,50 ppb,55 ppb,44 ppb,34 ppb
2026-04-06 10:51:51,82 ppb,107 ppb,50 ppb,57 ppb
2026-04-06 10:51:51,82 ppb,107 ppb,50 ppb,57 ppb
2026-04-06 11:21:57,113 ppb,140 ppb,89 ppb,78 ppb
2026-04-06 11:21:57,113 ppb,140 ppb,89 ppb,78 ppb
2026-04-06 11:52:03,122 ppb,183 ppb,96 ppb,84 ppb
2026-04-06 12:22:10,110 ppb,148 ppb,94 ppb,76 ppb
2026-04-06 12:52:16,119 ppb,156 ppb,96 ppb,82 ppb
2026-04-06 13:22:22,144 ppb,155 ppb,123 ppb,99 ppb
2026-04-06 13:52:28,149 ppb,167 ppb,120 ppb,102 ppb
2026-04-06 14:22:34,160 ppb,189 ppb,143 ppb,110 ppb
2026-04-06 14:52:41,178 ppb,201 ppb,162 ppb,122 ppb
2026-04-06 15:22:47,183 ppb,196 ppb,170 ppb,125 ppb
2026-04-06 15:52:59,183 ppb,197 ppb,164 ppb,125 ppb
2026-04-06 16:23:05,181 ppb,195 ppb,161 ppb,124 ppb
2026-04-06 16:23:05,181 ppb,195 ppb,161 ppb,124 ppb
2026-04-06 16:53:11,157 ppb,199 ppb,133 ppb,108 ppb
2026-04-06 16:53:11,157 ppb,199 ppb,133 ppb,108 ppb
2026-04-06 17:23:23,170 ppb,190 ppb,155 ppb,117 ppb
2026-04-06 18:23:36,189 ppb,210 ppb,178 ppb,130 ppb
2026-04-06 18:53:42,199 ppb,250 ppb,181 ppb,137 ppb
2026-04-06 19:23:48,171 ppb,189 ppb,159 ppb,117 ppb
2026-04-06 19:53:54,161 ppb,175 ppb,144 ppb,110 ppb
2026-04-06 20:24:00,124 ppb,158 ppb,99 ppb,85 ppb
2026-04-06 20:24:00,124 ppb,158 ppb,99 ppb,85 ppb
2026-04-06 20:54:06,118 ppb,146 ppb,105 ppb,81 ppb
2026-04-06 20:54:06,118 ppb,146 ppb,105 ppb,81 ppb
2026-04-06 21:54:19,110 ppb,122 ppb,99 ppb,76 ppb
2026-04-06 22:24:37,124 ppb,128 ppb,117 ppb,85 ppb
2026-04-06 22:54:43,128 ppb,136 ppb,120 ppb,88 ppb
2026-04-06 23:24:57,149 ppb,162 ppb,135 ppb,103 ppb
2026-04-06 23:55:09,140 ppb,152 ppb,133 ppb,96 ppb
2026-04-07 00:25:22,138 ppb,141 ppb,135 ppb,95 ppb
2026-04-07 00:55:42,130 ppb,137 ppb,125 ppb,89 ppb
2026-04-07 01:25:54,115 ppb,128 ppb,107 ppb,79 ppb
2026-04-07 01:56:05,106 ppb,111 ppb,100 ppb,73 ppb
2026-04-07 02:26:32,98 ppb,104 ppb,89 ppb,67 ppb
2026-04-07 02:56:45,93 ppb,104 ppb,82 ppb,64 ppb
2026-04-07 03:27:04,92 ppb,98 ppb,87 ppb,63 ppb
2026-04-07 03:57:16,83 ppb,91 ppb,73 ppb,57 ppb
2026-04-07 04:27:29,77 ppb,87 ppb,66 ppb,53 ppb
2026-04-07 04:57:42,77 ppb,84 ppb,72 ppb,53 ppb
2026-04-07 04:57:42,77 ppb,84 ppb,72 ppb,53 ppb
2026-04-07 05:27:54,78 ppb,85 ppb,62 ppb,54 ppb
2026-04-07 05:27:54,78 ppb,85 ppb,62 ppb,54 ppb
2026-04-07 05:58:07,61 ppb,76 ppb,52 ppb,42 ppb
2026-04-07 06:28:19,55 ppb,65 ppb,42 ppb,38 ppb
2026-04-07 06:58:25,39 ppb,47 ppb,34 ppb,27 ppb
2026-04-07 07:28:32,34 ppb,46 ppb,4 ppb,23 ppb
2026-04-07 07:58:38,39 ppb,55 ppb,6 ppb,27 ppb
2026-04-07 08:28:44,37 ppb,48 ppb,16 ppb,26 ppb
2026-04-07 08:58:50,24 ppb,39 ppb,4 ppb,17 ppb
2026-04-07 08:58:50,24 ppb,39 ppb,4 ppb,17 ppb
2026-04-07 09:28:56,7 ppb,25 ppb,1 ppb,5 ppb
2026-04-07 09:59:03,14 ppb,29 ppb,1 ppb,10 ppb
2026-04-07 10:59:15,52 ppb,74 ppb,24 ppb,36 ppb
2026-04-07 11:29:21,99 ppb,135 ppb,73 ppb,68 ppb
2026-04-07 11:29:21,99 ppb,135 ppb,73 ppb,68 ppb
2026-04-07 11:59:28,124 ppb,177 ppb,98 ppb,85 ppb
2026-04-07 12:29:34,138 ppb,167 ppb,93 ppb,95 ppb
2026-04-07 12:59:40,163 ppb,176 ppb,140 ppb,112 ppb
2026-04-07 13:29:46,173 ppb,182 ppb,167 ppb,119 ppb
2026-04-07 13:59:53,174 ppb,188 ppb,166 ppb,119 ppb
2026-04-07 14:29:59,160 ppb,178 ppb,149 ppb,110 ppb
2026-04-07 15:00:05,185 ppb,204 ppb,165 ppb,127 ppb
2026-04-07 15:30:11,202 ppb,209 ppb,196 ppb,138 ppb
2026-04-07 16:00:17,199 ppb,210 ppb,190 ppb,136 ppb
2026-04-07 16:30:30,204 ppb,229 ppb,183 ppb,139 ppb
2026-04-07 17:00:36,170 ppb,214 ppb,107 ppb,116 ppb
2026-04-07 17:00:36,170 ppb,214 ppb,107 ppb,116 ppb
2026-04-07 17:00:36,170 ppb,214 ppb,107 ppb,116 ppb
2026-04-07 17:30:47,105 ppb,121 ppb,96 ppb,72 ppb
2026-04-07 18:00:54,101 ppb,109 ppb,72 ppb,69 ppb
2026-04-07 18:00:54,101 ppb,109 ppb,72 ppb,69 ppb
2026-04-07 18:31:00,109 ppb,120 ppb,97 ppb,75 ppb
